Temporada,Equipo,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40,J41,J42,J43,J44
1954-55,Hércules,Ramón Azón Roma,José Soler Llop,Heraclio Antonio de la Fuente Alonso,Julián Arqué Martín,José Mazagatos Vicario,Rafael Tamarit Falaguera,Manuel Asensi Martín,Enrique Marrón Martín,Rafael Tamarit Falaguera,Vicente José Caballero Camacho,Manuel Díaz-Argote Larrañaga,Andrés Rivero Lecuona,Daniel María Zariquiegui Izco,Antonio Balcells Regué,Andrés Rivero Lecuona,Manuel Asensi Martín,Manuel Díaz-Argote Larrañaga,Juan Gardeazabal Garay,José Fombona Fernández,Benito Novella Barco,Julián Arnal Valdivieso,Vicente José Caballero Camacho,Benito Novella Barco,Julián Arqué Martín,José González Echeverría,Enrique Marrón Martín,Manuel Asensi Martín,Manuel Asensi Martín,Daniel María Zariquiegui Izco,Enrique Blanco Pérez,,,,,,,,,,,,,,
1954-55,Deportivo de La Coruña,Ramón Azón Roma,Manuel Asensi Martín,Rafael García Fernández,Manuel Garijo Gallego,Enrique Marrón Martín,Julián Arqué Martín,José Jiménez Luna,José Fombona Fernández,Juan Gardeazabal Garay,José Mazagatos Vicario,Julián Arnal Valdivieso,Manuel Díaz-Argote Larrañaga,Rafael García Fernández,Rafael Tamarit Falaguera,Julián Arnal Valdivieso,Manuel Asensi Martín,Enrique Marrón Martín,Ramón Azón Roma,Vicente José Caballero Camacho,Enrique Marrón Martín,Rafael Tamarit Falaguera,Daniel María Zariquiegui Izco,José Soler Llop,Manuel Asensi Martín,Manuel Díaz-Argote Larrañaga,Julián Arqué Martín,Benito Novella Barco,Rafael García Fernández,Ramón Azón Roma,José Mazagatos Vicario,,,,,,,,,,,,,,
1954-55,Atlético de Madrid,Julián Arnal Valdivieso,Andrés Rivero Lecuona,Ramón Azón Roma,José González Echeverría,Julián Rey Martínez,Julián Arqué Martín,Andrés Rivero Lecuona,Julián Arnal Valdivieso,Rafael Tamarit Falaguera,Ángel Iturrioz Larrinaga,José Mazagatos Vicario,Ángel Iturrioz Larrinaga,Antonio Balcells Regué,Juan Gardeazabal Garay,José Mazagatos Vicario,José González Echeverría,Andrés Rivero Lecuona,José Soler Llop,Enrique Blanco Pérez,Andrés Rivero Lecuona,Rafael Tamarit Falaguera,Antonio Balcells Regué,Ramón Azón Roma,Julián Arqué Martín,José Soler Llop,Ángel Iturrioz Larrinaga,Juan Gardeazabal Garay,José Soler Llop,Rafael Tamarit Falaguera,José González Echeverría,,,,,,,,,,,,,,
1954-55,Valladolid,José Fombona Fernández,José Soler Llop,Antonio Balcells Regué,Juan Gardeazabal Garay,Rafael García Fernández,Ángel Iturrioz Larrinaga,Andrés Rivero Lecuona,Manuel Díaz-Argote Larrañaga,Benito Novella Barco,Antonio Balcells Regué,Francisco Campos Santín,Rafael García Fernández,Manuel Asensi Martín,Rafael Tamarit Falaguera,José González Echeverría,Vicente José Caballero Camacho,Manuel Díaz-Argote Larrañaga,Daniel María Zariquiegui Izco,Antonio Balcells Regué,Manuel Asensi Martín,Vicente José Caballero Camacho,Antonio Balcells Regué,Andrés Rivero Lecuona,Rafael García Fernández,José Fombona Fernández,Julián Arnal Valdivieso,José González Echeverría,Manuel Díaz-Argote Larrañaga,Ramón Azón Roma,Ramón Azón Roma,,,,,,,,,,,,,,
1954-55,Alavés,Julián Arqué Martín,Benito Novella Barco,Rafael García Fernández,Juan Gardeazabal Garay,Vicente José Caballero Camacho,Rafael Tamarit Falaguera,José Mazagatos Vicario,José Soler Llop,José Luis López Zaballa,Julián Arnal Valdivieso,José Mazagatos Vicario,Ramón Azón Roma,Julián Arqué Martín,José Soler Llop,Enrique Marrón Martín,Antonio Balcells Regué,Manuel Asensi Martín,Ramón Azón Roma,Antonio Balcells Regué,Juan Gardeazabal Garay,Julián Arnal Valdivieso,Rafael García Fernández,Rafael Tamarit Falaguera,Enrique Marrón Martín,Julián Arnal Valdivieso,Ángel Iturrioz Larrinaga,José Fombona Fernández,Julián Arqué Martín,Antonio Balcells Regué,Enrique Marrón Martín,,,,,,,,,,,,,,
1954-55,Celta de Vigo,José Uría González,Juan Gardeazabal Garay,Enrique Blanco Pérez,Andrés Rivero Lecuona,Enrique Marrón Martín,Ángel Iturrioz Larrinaga,Manuel Díaz-Argote Larrañaga,Enrique Marrón Martín,Andrés Rivero Lecuona,Julián Arnal Valdivieso,Juan Gardeazabal Garay,José González Echeverría,Antonio Balcells Regué,Daniel María Zariquiegui Izco,Enrique Blanco Pérez,Julián Arnal Valdivieso,Enrique Blanco Pérez,Julián Arqué Martín,Rafael García Fernández,Enrique Marrón Martín,Vicente José Caballero Camacho,Manuel Díaz-Argote Larrañaga,Benito Novella Barco,Juan Gardeazabal Garay,Julián Arnal Valdivieso,Rafael Tamarit Falaguera,Andrés Rivero Lecuona,José Soler Llop,Enrique Blanco Pérez,Antonio Balcells Regué,,,,,,,,,,,,,,
1954-55,Las Palmas,Julián Arnal Valdivieso,José María Ortiz de Mendibil Monasterio,José Soler Llop,Ángel Iturrioz Larrinaga,Enrique Blanco Pérez,Antonio Balcells Regué,Rafael García Fernández,José Fombona Fernández,Benito Novella Barco,José Soler Llop,Manuel Díaz-Argote Larrañaga,Joaquín Riñones Ochoa,Julián Arqué Martín,Benito Novella Barco,Enrique Blanco Pérez,José González Echeverría,Vicente José Caballero Camacho,Andrés Rivero Lecuona,Julián Arnal Valdivieso,Enrique Blanco Pérez,Manuel Díaz-Argote Larrañaga,José González Echeverría,José Soler Llop,Rafael García Fernández,Benito Novella Barco,Enrique Marrón Martín,Rafael García Fernández,Julián Arqué Martín,José Fombona Fernández,Antonio Balcells Regué,,,,,,,,,,,,,,
1954-55,Espanyol,Vicente José Caballero Camacho,Manuel Díaz-Argote Larrañaga,Rafael Tamarit Falaguera,Manuel Garijo Gallego,Rafael García Fernández,Daniel María Zariquiegui Izco,Manuel Asensi Martín,Vicente José Caballero Camacho,José Luis López Zaballa,Rafael García Fernández,Juan Gardeazabal Garay,Ángel Iturrioz Larrinaga,Enrique Marrón Martín,Benito Novella Barco,Manuel Asensi Martín,Juan Gardeazabal Garay,Rafael García Fernández,Ángel Iturrioz Larrinaga,Vicente José Caballero Camacho,Manuel Asensi Martín,Daniel María Zariquiegui Izco,Vicente José Caballero Camacho,José Fombona Fernández,Enrique Marrón Martín,Juan Gardeazabal Garay,Rafael Tamarit Falaguera,Juan Gardeazabal Garay,Ángel Iturrioz Larrinaga,José Fombona Fernández,Benito Novella Barco,,,,,,,,,,,,,,
1954-55,Real Sociedad,José Fombona Fernández,Ángel Iturrioz Larrinaga,Heraclio Antonio de la Fuente Alonso,José Fombona Fernández,Vicente José Caballero Camacho,Daniel María Zariquiegui Izco,Manuel Díaz-Argote Larrañaga,Julián Arnal Valdivieso,Julián Arqué Martín,José Soler Llop,Manuel Asensi Martín,Benito Novella Barco,Ramón Azón Roma,Vicente José Caballero Camacho,Julián Arnal Valdivieso,Vicente José Caballero Camacho,José Soler Llop,Juan Gardeazabal Garay,José Soler Llop,Juan Gardeazabal Garay,Daniel María Zariquiegui Izco,Manuel Díaz-Argote Larrañaga,Ramón Azón Roma,José Mazagatos Vicario,Benito Novella Barco,Daniel María Zariquiegui Izco,Rafael Tamarit Falaguera,Vicente José Caballero Camacho,Manuel Asensi Martín,José Mazagatos Vicario,,,,,,,,,,,,,,
1954-55,Racing de Santander,Vicente José Caballero Camacho,Juan Gardeazabal Garay,Ramón Azón Roma,Benito Novella Barco,Enrique Blanco Pérez,Ramón Azón Roma,Ángel Iturrioz Larrinaga,Antonio Mañes Taberner,José González Echeverría,José Mazagatos Vicario,Francisco Campos Santín,Benito Novella Barco,Daniel María Zariquiegui Izco,Andrés Rivero Lecuona,Enrique Marrón Martín,Juan Gardeazabal Garay,Enrique Blanco Pérez,José Soler Llop,Manuel Díaz-Argote Larrañaga,Enrique Blanco Pérez,Andrés Rivero Lecuona,Juan Gardeazabal Garay,Julián Arnal Valdivieso,Vicente José Caballero Camacho,Manuel Díaz-Argote Larrañaga,Julián Arnal Valdivieso,Rafael Tamarit Falaguera,Manuel Asensi Martín,Enrique Marrón Martín,Enrique Marrón Martín,,,,,,,,,,,,,,
1954-55,CD Málaga,José Uría González,Andrés Rivero Lecuona,José Fombona Fernández,Ángel Iturrioz Larrinaga,José Fombona Fernández,Ramón Azón Roma,Daniel María Zariquiegui Izco,Enrique Blanco Pérez,Juan Gardeazabal Garay,Antonio Balcells Regué,Manuel Asensi Martín,Andrés Rivero Lecuona,Enrique Blanco Pérez,José Soler Llop,Manuel Asensi Martín,Julián Arnal Valdivieso,Andrés Rivero Lecuona,José González Echeverría,Julián Arnal Valdivieso,José Soler Llop,Andrés Rivero Lecuona,Julián Arqué Martín,Ángel Iturrioz Larrinaga,Manuel Asensi Martín,José Fombona Fernández,Daniel María Zariquiegui Izco,Manuel Asensi Martín,José Mazagatos Vicario,Antonio Balcells Regué,Benito Novella Barco,,,,,,,,,,,,,,
1955-56,Athletic Club,Rafael García Fernández,Lucas Saz Olmedo,Andrés Rivero Lecuona,Julián Arqué Martín,José Bielsa Naval,Vicente José Caballero Camacho,José Guerra Prieto,Manuel Asensi Martín,Antonio Balcells Regué,Benito Novella Barco,Vicente José Caballero Camacho,Rafael Tamarit Falaguera,Andrés Rivero Lecuona,Ramón Azón Roma,Vicente José Caballero Camacho,Andrés Rivero Lecuona,Ramón Azón Roma,Lucas Saz Olmedo,Antonio Balcells Regué,José Bielsa Naval,Manuel Asensi Martín,Lucas Saz Olmedo,Vicente José Caballero Camacho,Rafael Tamarit Falaguera,José Guerra Prieto,Benito Novella Barco,Daniel María Zariquiegui Izco,Julián Arqué Martín,Rafael Tamarit Falaguera,Vicente José Caballero Camacho,,,,,,,,,,,,,,
1955-56,Barcelona,José María Ortiz de Mendibil Monasterio,Julián Arqué Martín,Manuel Asensi Martín,Enrique Blanco Pérez,Julián Arqué Martín,Enrique Marrón Martín,José Fombona Fernández,Benito Novella Barco,Daniel María Zariquiegui Izco,José Fombona Fernández,Benito Novella Barco,Enrique Marrón Martín,Andrés Rivero Lecuona,Enrique Blanco Pérez,Manuel Asensi Martín,José Guerra Prieto,Enrique Blanco Pérez,Julián Arqué Martín,José Guerra Prieto,Rafael García Fernández,Andrés Rivero Lecuona,Manuel Asensi Martín,José Guerra Prieto,Benito Novella Barco,Federico Mosquera Maceiras,Julián Arqué Martín,Benito Novella Barco,Julián Arqué Martín,Manuel Asensi Martín,Daniel María Zariquiegui Izco,,,,,,,,,,,,,,
1955-56,Real Madrid,Rafael Tamarit Falaguera,Lucas Saz Olmedo,Rafael García Fernández,Federico Mosquera Maceiras,José Guerra Prieto,Andrés Rivero Lecuona,Juan Gardeazabal Garay,Rafael Tamarit Falaguera,Enrique Blanco Pérez,José Fombona Fernández,Julián Arqué Martín,Ramón Azón Roma,José Fombona Fernández,Federico Mosquera Maceiras,Julián Arqué Martín,José Fombona Fernández,Ramón Azón Roma,Andrés Rivero Lecuona,José Fombona Fernández,Julián Arqué Martín,Federico Mosquera Maceiras,Enrique Blanco Pérez,Andrés Rivero Lecuona,José María Ortiz de Mendibil Monasterio,Federico Mosquera Maceiras,José Fombona Fernández,Rafael García Fernández,Andrés Rivero Lecuona,José María Ortiz de Mendibil Monasterio,Ramón Azón Roma,,,,,,,,,,,,,,
1955-56,Sevilla,Rafael García Fernández,Benito Novella Barco,Julián Arnal Valdivieso,José María Ortiz de Mendibil Monasterio,Juan Gardeazabal Garay,Manuel Asensi Martín,Enrique Blanco Pérez,Juan Gardeazabal Garay,Daniel María Zariquiegui Izco,Federico Mosquera Maceiras,Antonio Balcells Regué,Julián Arnal Valdivieso,José Fombona Fernández,José María Ortiz de Mendibil Monasterio,Enrique Blanco Pérez,Andrés Rivero Lecuona,José Fombona Fernández,Manuel Asensi Martín,Rafael García Fernández,Enrique Blanco Pérez,Benito Novella Barco,Antonio Balcells Regué,Federico Mosquera Maceiras,Benito Novella Barco,Daniel María Zariquiegui Izco,Vicente José Caballero Camacho,Julián Arnal Valdivieso,Andrés Rivero Lecuona,Enrique Blanco Pérez,Juan Gardeazabal Garay,,,,,,,,,,,,,,
1955-56,Atlético de Madrid,Enrique Blanco Pérez,Julián Arqué Martín,José Guerra Prieto,Rafael Tamarit Falaguera,Juan Gardeazabal Garay,Andrés Rivero Lecuona,Ramón Azón Roma,Julián Arnal Valdivieso,Antonio Balcells Regué,José Guerra Prieto,José María Ortiz de Mendibil Monasterio,José Bielsa Naval,Antonio Balcells Regué,Julián Arnal Valdivieso,Juan Gardeazabal Garay,Julián Arqué Martín,Enrique Blanco Pérez,Rafael Tamarit Falaguera,Juan Gardeazabal Garay,Enrique Blanco Pérez,Federico Mosquera Maceiras,Juan Gardeazabal Garay,Lucas Saz Olmedo,Rafael Tamarit Falaguera,Andrés Rivero Lecuona,Ramón Azón Roma,José María Ortiz de Mendibil Monasterio,Enrique Blanco Pérez,Julián Arnal Valdivieso,Antonio Balcells Regué,,,,,,,,,,,,,,
1955-56,Valencia,José Bielsa Naval,Antonio Balcells Regué,Andrés Rivero Lecuona,Enrique Marrón Martín,Lucas Saz Olmedo,Benito Novella Barco,Ramón Azón Roma,Lucas Saz Olmedo,Enrique Marrón Martín,Andrés Rivero Lecuona,Benito Novella Barco,Daniel María Zariquiegui Izco,Rafael García Fernández,José María Ortiz de Mendibil Monasterio,Julián Arqué Martín,Rafael García Fernández,Juan Gardeazabal Garay,Lucas Saz Olmedo,Daniel María Zariquiegui Izco,Enrique Marrón Martín,José Bielsa Naval,Juan Gardeazabal Garay,José Fombona Fernández,Enrique Blanco Pérez,Lucas Saz Olmedo,Julián Arqué Martín,Enrique Marrón Martín,Antonio Balcells Regué,Enrique Blanco Pérez,Ramón Azón Roma,,,,,,,,,,,,,,
1955-56,Espanyol,Vicente José Caballero Camacho,Benito Novella Barco,Rafael García Fernández,Enrique Marrón Martín,Rafael Tamarit Falaguera,Vicente José Caballero Camacho,Rafael García Fernández,Daniel María Zariquiegui Izco,José Fombona Fernández,José Guerra Prieto,Federico Mosquera Maceiras,Manuel Asensi Martín,José Guerra Prieto,Enrique Blanco Pérez,José María Ortiz de Mendibil Monasterio,Rafael Tamarit Falaguera,José Fombona Fernández,Andrés Rivero Lecuona,Daniel María Zariquiegui Izco,José Fombona Fernández,Manuel Asensi Martín,Enrique Marrón Martín,José María Ortiz de Mendibil Monasterio,Manuel Asensi Martín,Andrés Rivero Lecuona,Federico Mosquera Maceiras,José Fombona Fernández,Benito Novella Barco,Manuel Asensi Martín,Rafael García Fernández,,,,,,,,,,,,,,
1955-56,Real Sociedad,José María Ortiz de Mendibil Monasterio,Daniel María Zariquiegui Izco,Juan Gardeazabal Garay,José María Ortiz de Mendibil Monasterio,José Guerra Prieto,Benito Novella Barco,Vicente José Caballero Camacho,Manuel Asensi Martín,José Fombona Fernández,Rafael García Fernández,Lucas Saz Olmedo,José Bielsa Naval,Vicente José Caballero Camacho,Daniel María Zariquiegui Izco,Rafael Tamarit Falaguera,José Guerra Prieto,José María Ortiz de Mendibil Monasterio,José Bielsa Naval,Rafael García Fernández,Julián Arqué Martín,José Bielsa Naval,José Bielsa Naval,Vicente José Caballero Camacho,Manuel Asensi Martín,Julián Arnal Valdivieso,Juan Gardeazabal Garay,José María Ortiz de Mendibil Monasterio,José Bielsa Naval,José Guerra Prieto,Lucas Saz Olmedo,,,,,,,,,,,,,,
1955-56,Valladolid,Vicente José Caballero Camacho,Manuel Asensi Martín,Juan Gardeazabal Garay,Rafael Tamarit Falaguera,Andrés Rivero Lecuona,Ramón Azón Roma,José María Ortiz de Mendibil Monasterio,Benito Novella Barco,José Bielsa Naval,Julián Arnal Valdivieso,Antonio Balcells Regué,Ramón Azón Roma,Rafael García Fernández,José Guerra Prieto,Vicente José Caballero Camacho,Rafael Tamarit Falaguera,Benito Novella Barco,José Bielsa Naval,Juan Gardeazabal Garay,Vicente José Caballero Camacho,Rafael Tamarit Falaguera,Ramón Azón Roma,José Guerra Prieto,Juan Gardeazabal Garay,Ramón Azón Roma,Vicente José Caballero Camacho,Rafael García Fernández,Antonio Balcells Regué,José Fombona Fernández,Vicente José Caballero Camacho,,,,,,,,,,,,,,
1955-56,Celta de Vigo,Rafael Tamarit Falaguera,Antonio Balcells Regué,Benito Novella Barco,Julián Arqué Martín,Rafael Tamarit Falaguera,Antonio Balcells Regué,Vicente José Caballero Camacho,Julián Arnal Valdivieso,Julián Arqué Martín,José Bielsa Naval,Rafael García Fernández,Enrique Marrón Martín,Benito Novella Barco,José Guerra Prieto,Enrique Blanco Pérez,José Fombona Fernández,Juan Gardeazabal Garay,José María Ortiz de Mendibil Monasterio,Antonio Balcells Regué,José Fombona Fernández,Julián Arnal Valdivieso,José Bielsa Naval,Lucas Saz Olmedo,Enrique Marrón Martín,Antonio Balcells Regué,Rafael Tamarit Falaguera,Benito Novella Barco,José Guerra Prieto,José Fombona Fernández,Juan Gardeazabal Garay,,,,,,,,,,,,,,
1955-56,Las Palmas,José Bielsa Naval,Ramón Azón Roma,Benito Novella Barco,José Fombona Fernández,José Bielsa Naval,Enrique Marrón Martín,Rafael García Fernández,Vicente José Caballero Camacho,Federico Mosquera Maceiras,Julián Arnal Valdivieso,Lucas Saz Olmedo,Julián Arnal Valdivieso,Antonio Balcells Regué,Federico Mosquera Maceiras,Enrique Marrón Martín,Rafael García Fernández,Julián Arnal Valdivieso,José María Ortiz de Mendibil Monasterio,Julián Arnal Valdivieso,José Bielsa Naval,Andrés Rivero Lecuona,Enrique Marrón Martín,José Bielsa Naval,Lucas Saz Olmedo,Ramón Azón Roma,Juan Gardeazabal Garay,Julián Arnal Valdivieso,Enrique Blanco Pérez,José María Ortiz de Mendibil Monasterio,Enrique Marrón Martín,,,,,,,,,,,,,,
1955-56,Deportivo de La Coruña,José Fombona Fernández,Ramón Azón Roma,Daniel María Zariquiegui Izco,Enrique Blanco Pérez,Julián Arnal Valdivieso,Ramón Azón Roma,Enrique Blanco Pérez,Rafael Tamarit Falaguera,Enrique Marrón Martín,José Bielsa Naval,Vicente José Caballero Camacho,Manuel Asensi Martín,Lucas Saz Olmedo,Daniel María Zariquiegui Izco,Juan Gardeazabal Garay,Vicente José Caballero Camacho,Julián Arnal Valdivieso,Enrique Marrón Martín,José Guerra Prieto,Rafael García Fernández,Rafael Tamarit Falaguera,Antonio Balcells Regué,Andrés Rivero Lecuona,Enrique Blanco Pérez,Antonio Balcells Regué,Benito Novella Barco,José Fombona Fernández,Lucas Saz Olmedo,José Guerra Prieto,Antonio Balcells Regué,,,,,,,,,,,,,,
1955-56,Murcia,José Fombona Fernández,Federico Mosquera Maceiras,Manuel Asensi Martín,Ramón Azón Roma,Andrés Rivero Lecuona,Manuel Asensi Martín,Juan Gardeazabal Garay,Lucas Saz Olmedo,Julián Arqué Martín,Benito Novella Barco,Federico Mosquera Maceiras,Antonio Balcells Regué,Vicente José Caballero Camacho,Julián Arnal Valdivieso,Enrique Marrón Martín,Vicente José Caballero Camacho,Antonio Balcells Regué,Julián Arqué Martín,Ramón Azón Roma,Vicente José Caballero Camacho,Benito Novella Barco,Enrique Blanco Pérez,José Fombona Fernández,Enrique Marrón Martín,José Guerra Prieto,Federico Mosquera Maceiras,Manuel Asensi Martín,José Bielsa Naval,Julián Arnal Valdivieso,Enrique Marrón Martín,,,,,,,,,,,,,,
1955-56,Alavés,Enrique Marrón Martín,Daniel María Zariquiegui Izco,José Guerra Prieto,Ramón Azón Roma,Julián Arnal Valdivieso,Lucas Saz Olmedo,José Fombona Fernández,Vicente José Caballero Camacho,José Bielsa Naval,Federico Mosquera Maceiras,Julián Arqué Martín,Daniel María Zariquiegui Izco,Benito Novella Barco,Ramón Azón Roma,José María Ortiz de Mendibil Monasterio,Daniel María Zariquiegui Izco,José María Ortiz de Mendibil Monasterio,Rafael Tamarit Falaguera,Ramón Azón Roma,Rafael García Fernández,Daniel María Zariquiegui Izco,Manuel Asensi Martín,José Bielsa Naval,Juan Gardeazabal Garay,Daniel María Zariquiegui Izco,José Fombona Fernández,Enrique Marrón Martín,José Guerra Prieto,Rafael Tamarit Falaguera,Rafael García Fernández,,,,,,,,,,,,,,
1955-56,Cultural Leonesa,Enrique Marrón Martín,Manuel Asensi Martín,Julián Arnal Valdivieso,Federico Mosquera Maceiras,Lucas Saz Olmedo,Antonio Balcells Regué,José Guerra Prieto,Daniel María Zariquiegui Izco,Federico Mosquera Maceiras,Rafael García Fernández,José María Ortiz de Mendibil Monasterio,Antonio Balcells Regué,Lucas Saz Olmedo,José Bielsa Naval,Manuel Asensi Martín,Daniel María Zariquiegui Izco,Benito Novella Barco,Manuel Asensi Martín,José Fombona Fernández,Enrique Marrón Martín,Julián Arnal Valdivieso,Lucas Saz Olmedo,José María Ortiz de Mendibil Monasterio,Lucas Saz Olmedo,Julián Arnal Valdivieso,Ramón Azón Roma,Manuel Asensi Martín,Lucas Saz Olmedo,Federico Mosquera Maceiras,Daniel María Zariquiegui Izco,,,,,,,,,,,,,,
1955-56,Hércules,Enrique Blanco Pérez,Federico Mosquera Maceiras,Daniel María Zariquiegui Izco,José Fombona Fernández,Julián Arqué Martín,Lucas Saz Olmedo,José María Ortiz de Mendibil Monasterio,Juan Gardeazabal Garay,Enrique Blanco Pérez,Andrés Rivero Lecuona,Rafael García Fernández,Rafael Tamarit Falaguera,José Guerra Prieto,José Bielsa Naval,Rafael Tamarit Falaguera,Julián Arqué Martín,Antonio Balcells Regué,Enrique Marrón Martín,Julián Arnal Valdivieso,Rafael García Fernández,Daniel María Zariquiegui Izco,Ramón Azón Roma,Federico Mosquera Maceiras,José María Ortiz de Mendibil Monasterio,Lucas Saz Olmedo,Rafael Tamarit Falaguera,Daniel María Zariquiegui Izco,Benito Novella Barco,Federico Mosquera Maceiras,Lucas Saz Olmedo,,,,,,,,,,,,,,
1956-57,Real Madrid,Julián Rey Martínez,Federico Mosquera Maceiras,José González Echeverría,José Bielsa Naval,Félix Birigay Nieva,Enrique Blanco Pérez,José Bielsa Naval,Manuel Gómez Arribas,Ramón Azón Roma,José María Ortiz de Mendibil Monasterio,Juan Gardeazabal Garay,Enrique Blanco Pérez,Rafael García Fernández,Federico Mosquera Maceiras,Julián Rey Martínez,Juan Gardeazabal Garay,José María Ortiz de Mendibil Monasterio,José Bielsa Naval,Rafael García Fernández,José González Echeverría,Juan Gardeazabal Garay,Ramón Azón Roma,Félix Birigay Nieva,Julián Rey Martínez,José González Echeverría,Enrique Blanco Pérez,Manuel Gómez Arribas,Enrique Blanco Pérez,José González Echeverría,José María Ortiz de Mendibil Monasterio,,,,,,,,,,,,,,
1956-57,Sevilla,Juan Gardeazabal Garay,José Bielsa Naval,José González Echeverría,José María Ortiz de Mendibil Monasterio,Rafael García Fernández,Federico Mosquera Maceiras,Manuel Gómez Arribas,Enrique Blanco Pérez,Benito Novella Barco,Manuel Asensi Martín,Julián Arqué Martín,Julián Arnal Valdivieso,Félix Birigay Nieva,Manuel Asensi Martín,Vicente José Caballero Camacho,Enrique Blanco Pérez,Rafael García Fernández,José Bielsa Naval,José María Ortiz de Mendibil Monasterio,Manuel Gómez Arribas,Daniel María Zariquiegui Izco,Julián Rey Martínez,Julián Arnal Valdivieso,Juan Gardeazabal Garay,Federico Mosquera Maceiras,Juan Gardeazabal Garay,Julián Arnal Valdivieso,José María Ortiz de Mendibil Monasterio,Julián Rey Martínez,Félix Birigay Nieva,,,,,,,,,,,,,,
1956-57,Barcelona,José González Echeverría,Daniel María Zariquiegui Izco,Manuel Gómez Arribas,Enrique Marrón Martín,Manuel Asensi Martín,Benito Novella Barco,Rafael García Fernández,Enrique Marrón Martín,Julián Rey Martínez,José María Ortiz de Mendibil Monasterio,Manuel Gómez Arribas,José González Echeverría,Enrique Blanco Pérez,Rafael García Fernández,Vicente José Caballero Camacho,Benito Novella Barco,Manuel Gómez Arribas,Enrique Blanco Pérez,Daniel María Zariquiegui Izco,Rafael García Fernández,Manuel Asensi Martín,Benito Novella Barco,Enrique Marrón Martín,Daniel María Zariquiegui Izco,José González Echeverría,Federico Mosquera Maceiras,Félix Birigay Nieva,Julián Rey Martínez,Rafael García Fernández,Félix Birigay Nieva,,,,,,,,,,,,,,
1956-57,Athletic Club,Julián Arnal Valdivieso,Rafael Tamarit Falaguera,Ramón Azón Roma,Lucas Saz Olmedo,Federico Mosquera Maceiras,Benito Novella Barco,Félix Birigay Nieva,Julián Arqué Martín,Ramón Azón Roma,José González Echeverría,José Bielsa Naval,Vicente José Caballero Camacho,Daniel María Zariquiegui Izco,Manuel Asensi Martín,Rafael Tamarit Falaguera,Félix Birigay Nieva,Ramón Azón Roma,José González Echeverría,Rafael Tamarit Falaguera,Ramón Azón Roma,Manuel Asensi Martín,Rafael García Fernández,Vicente José Caballero Camacho,Julián Rey Martínez,Manuel Asensi Martín,Benito Novella Barco,Rafael García Fernández,Manuel Asensi Martín,Julián Rey Martínez,Julián Arnal Valdivieso,,,,,,,,,,,,,,
1956-57,Atlético de Madrid,Félix Birigay Nieva,Rafael Tamarit Falaguera,Manuel Gómez Arribas,Julián Arnal Valdivieso,Julián Arqué Martín,Enrique Blanco Pérez,Julián Arnal Valdivieso,Juan Gardeazabal Garay,Félix Birigay Nieva,Julián Rey Martínez,Julián Arqué Martín,Lucas Saz Olmedo,José Bielsa Naval,José González Echeverría,Félix Birigay Nieva,Julián Arqué Martín,Ramón Azón Roma,Enrique Blanco Pérez,Manuel Gómez Arribas,José María Ortiz de Mendibil Monasterio,Juan Gardeazabal Garay,Lucas Saz Olmedo,José González Echeverría,Enrique Blanco Pérez,Julián Rey Martínez,Juan Gardeazabal Garay,Enrique Blanco Pérez,Ramón Azón Roma,José Bielsa Naval,José González Echeverría,,,,,,,,,,,,,,
1956-57,Osasuna,José González Echeverría,Enrique Blanco Pérez,José María Ortiz de Mendibil Monasterio,José Bielsa Naval,Enrique Blanco Pérez,Julián Arqué Martín,Juan Gardeazabal Garay,José González Echeverría,Benito Novella Barco,Julián Arnal Valdivieso,Federico Mosquera Maceiras,Lucas Saz Olmedo,Julián Rey Martínez,Ramón Azón Roma,Rafael Tamarit Falaguera,Benito Novella Barco,Julián Arnal Valdivieso,Enrique Marrón Martín,Rafael García Fernández,Vicente José Caballero Camacho,Enrique Blanco Pérez,Manuel Asensi Martín,Federico Mosquera Maceiras,Juan Gardeazabal Garay,Ramón Azón Roma,Lucas Saz Olmedo,Enrique Blanco Pérez,Enrique Marrón Martín,Ramón Azón Roma,Julián Arnal Valdivieso,,,,,,,,,,,,,,
1956-57,Espanyol,Manuel Gómez Arribas,Federico Mosquera Maceiras,Manuel Asensi Martín,Vicente José Caballero Camacho,Julián Rey Martínez,José María Ortiz de Mendibil Monasterio,Manuel Gómez Arribas,José González Echeverría,Vicente José Caballero Camacho,Julián Rey Martínez,Enrique Marrón Martín,José María Ortiz de Mendibil Monasterio,Daniel María Zariquiegui Izco,Rafael García Fernández,Manuel Asensi Martín,Daniel María Zariquiegui Izco,José María Ortiz de Mendibil Monasterio,Juan Gardeazabal Garay,Félix Birigay Nieva,Enrique Marrón Martín,Manuel Gómez Arribas,Julián Rey Martínez,Federico Mosquera Maceiras,Manuel Gómez Arribas,Julián Rey Martínez,Rafael García Fernández,Vicente José Caballero Camacho,Manuel Asensi Martín,Rafael García Fernández,Vicente José Caballero Camacho,,,,,,,,,,,,,,
